date,Temperature,Humidity,Light,CO2,HumidityRatio,year,month,day,hour,minute,second
2015-02-02 14:56:00,23.6,27.7,483.166666666667,1009.5,0.00499478974690881,2015,2,2,14,56,0
2015-02-02 14:57:00,23.6,27.7225,483.5,1019.0,0.0049988794929492295,2015,2,2,14,57,0
2015-02-02 14:58:00,23.6,27.79,473.0,1021.0,0.00501114905119468,2015,2,2,14,58,0
2015-02-02 14:59:00,23.6,27.856666666666694,470.333333333333,1024.66666666667,0.00502326760476436,2015,2,2,14,59,0
2015-02-02 15:00:00,23.6,27.804285714285694,480.142857142857,1030.42857142857,0.00501374584466786,2015,2,2,15,0,0
2015-02-02 15:01:00,23.575,27.79,464.0,1026.25,0.0050035447484533604,2015,2,2,15,1,0
2015-02-02 15:02:00,23.54,27.81,474.4,1028.0,0.00499653801060323,2015,2,2,15,2,0
2015-02-02 15:03:00,23.6,27.978,470.0,1034.8,0.00504532457442066,2015,2,2,15,3,0
2015-02-02 15:04:00,23.525,28.0,454.0,1055.5,0.00502636675819462,2015,2,2,15,4,0
2015-02-02 15:05:00,23.5,27.978,454.0,1055.25,0.0050147597241768,2015,2,2,15,5,0
2015-02-02 15:06:00,23.5,28.0,454.0,1050.0,0.00501873480786954,2015,2,2,15,6,0
2015-02-02 15:07:00,23.5,28.0,454.0,1051.25,0.00501873480786954,2015,2,2,15,7,0
2015-02-02 15:08:00,23.5,28.0,445.0,1053.6,0.00501873480786954,2015,2,2,15,8,0
2015-02-02 15:09:00,23.5,28.0,439.0,1055.5,0.00501873480786954,2015,2,2,15,9,0
2015-02-02 15:10:00,23.5,28.025,444.25,1055.0,0.00502325200960961,2015,2,2,15,10,0
2015-02-02 15:11:00,23.445,28.125,454.75,1059.5,0.00502449114747957,2015,2,2,15,11,0
2015-02-02 15:12:00,23.39,28.18,455.8,1060.0,0.0050175822743852285,2015,2,2,15,12,0
2015-02-02 15:13:00,23.39,28.2,451.6,1073.6,0.0050211721163507285,2015,2,2,15,13,0
2015-02-02 15:14:00,23.39,28.2,451.6,1078.6,0.0050211721163507285,2015,2,2,15,14,0
2015-02-02 15:15:00,23.39,28.2,454.75,1081.0,0.0050211721163507285,2015,2,2,15,15,0
2015-02-02 15:16:00,23.39,28.2225,454.75,1082.0,0.00502521073769626,2015,2,2,15,16,0
2015-02-02 15:17:00,23.39,28.373333333333306,457.5,1088.83333333333,0.00505228580200481,2015,2,2,15,17,0
2015-02-02 15:18:00,23.37,28.39,464.0,1090.6,0.005049129542326371,2015,2,2,15,18,0
2015-02-02 15:19:00,23.39,28.323333333333306,464.0,1086.0,0.0050433103834894785,2015,2,2,15,19,0
2015-02-02 15:20:00,23.373333333333306,28.445,464.0,1092.5,0.00506001703431877,2015,2,2,15,20,0
2015-02-02 15:21:00,23.39,28.5,471.5,1103.75,0.0050750246789281715,2015,2,2,15,21,0
2015-02-02 15:22:00,23.323333333333306,28.5,475.666666666667,1104.5,0.0050544759894773,2015,2,2,15,22,0
2015-02-02 15:23:00,23.365,28.5,471.5,1103.5,0.00506731029811295,2015,2,2,15,23,0
2015-02-02 15:24:00,23.29,28.5,467.75,1112.0,0.00504422920396206,2015,2,2,15,24,0
2015-02-02 15:25:00,23.306666666666693,28.533333333333307,466.5,1105.66666666667,0.005055303974300989,2015,2,2,15,25,0
2015-02-02 15:26:00,23.29,28.7,464.0,1104.0,0.0050799164023321705,2015,2,2,15,26,0
2015-02-02 15:27:00,23.29,28.7,467.0,1117.2,0.0050799164023321705,2015,2,2,15,27,0
2015-02-02 15:28:00,23.29,28.675,467.75,1121.25,0.00507545528038826,2015,2,2,15,28,0
2015-02-02 15:29:00,23.29,28.6166666666667,466.5,1115.66666666667,0.00506504624269139,2015,2,2,15,29,0
2015-02-02 15:30:00,23.29,28.66,459.0,1120.0,0.00507277863768927,2015,2,2,15,30,0
2015-02-02 15:31:00,23.29,28.55,464.0,1123.75,0.0050531506227436,2015,2,2,15,31,0
2015-02-02 15:32:00,23.29,28.6,470.0,1116.0,0.0050620722953919105,2015,2,2,15,32,0
2015-02-02 15:33:00,23.272,28.6,464.0,1126.8,0.00505652695304372,2015,2,2,15,33,0
2015-02-02 15:34:00,23.2,28.4175,464.0,1112.75,0.00500201570843155,2015,2,2,15,34,0
2015-02-02 15:35:00,23.23,28.5,449.0,1104.5,0.0050258311747689,2015,2,2,15,35,0
2015-02-02 15:36:00,23.29,28.5,464.0,1108.0,0.00504422920396206,2015,2,2,15,36,0
2015-02-02 15:37:00,23.215,28.6333333333333,462.333333333333,1127.83333333333,0.00504492264821108,2015,2,2,15,37,0
2015-02-02 15:38:00,23.2,28.6,469.0,1128.75,0.0050343991523748785,2015,2,2,15,38,0
2015-02-02 15:39:00,23.2,28.65,469.0,1124.25,0.00504327191257943,2015,2,2,15,39,0
2015-02-02 15:40:00,23.2,28.62,469.0,1130.4,0.0050379482263243,2015,2,2,15,40,0
2015-02-02 15:41:00,23.2,28.7,464.0,1138.0,0.00505214492389298,2015,2,2,15,41,0
2015-02-02 15:42:00,23.2,28.7,456.5,1144.0,0.00505214492389298,2015,2,2,15,42,0
2015-02-02 15:43:00,23.2,28.718000000000004,457.0,1140.0,0.0050553392694394,2015,2,2,15,43,0
2015-02-02 15:44:00,23.2,28.79,450.25,1139.25,0.00506811697708606,2015,2,2,15,44,0
2015-02-02 15:45:00,23.2,28.79,446.0,1167.33333333333,0.00506811697708606,2015,2,2,15,45,0
2015-02-02 15:46:00,23.14,28.79,451.6,1159.6,0.00504961840975861,2015,2,2,15,46,0
2015-02-02 15:47:00,23.15,28.89,454.75,1157.75,0.00507039060666789,2015,2,2,15,47,0
2015-02-02 15:48:00,23.15,28.89,448.0,1159.5,0.00507039060666789,2015,2,2,15,48,0
2015-02-02 15:49:00,23.18,28.83,444.0,1156.4,0.00506903438932986,2015,2,2,15,49,0
2015-02-02 15:50:00,23.1166666666667,28.945,444.0,1160.0,0.0050698094671644605,2015,2,2,15,50,0
2015-02-02 15:51:00,23.14,28.956,444.0,1169.8,0.00507897170322202,2015,2,2,15,51,0
2015-02-02 15:52:00,23.1,29.0,444.0,1176.16666666667,0.00507436212642666,2015,2,2,15,52,0
2015-02-02 15:53:00,23.1,29.075,444.0,1175.25,0.00508759281801227,2015,2,2,15,53,0
2015-02-02 15:54:00,23.1,28.918000000000006,444.0,1166.6,0.00505989720917094,2015,2,2,15,54,0
2015-02-02 15:55:00,23.1,27.925,444.0,1140.25,0.0048847835460129,2015,2,2,15,55,0
2015-02-02 15:56:00,23.06,27.772,444.0,1089.2,0.00484597890696344,2015,2,2,15,56,0
2015-02-02 15:57:00,23.02,27.556,435.0,1042.6,0.00479628399598345,2015,2,2,15,57,0
2015-02-02 15:58:00,23.01,27.818833333333306,432.0,1051.1,0.00483943509812856,2015,2,2,15,58,0
2015-02-02 15:59:00,23.0,28.0816666666667,429.0,1059.6,0.004882537915140921,2015,2,2,15,59,0
2015-02-02 16:00:00,23.0,27.956,429.0,1064.6,0.0048605176079969895,2015,2,2,16,0,0
2015-02-02 16:01:00,22.981666666666694,27.908333333333307,429.0,1061.66666666667,0.00484674149485762,2015,2,2,16,1,0
2015-02-02 16:02:00,23.0,27.926666666666694,429.0,1058.33333333333,0.00485537781204804,2015,2,2,16,2,0
2015-02-02 16:03:00,23.0,28.018,429.0,1061.6,0.00487138154496758,2015,2,2,16,3,0
2015-02-02 16:04:00,22.981666666666694,28.0666666666667,429.0,1070.33333333333,0.004874454172996911,2015,2,2,16,4,0
2015-02-02 16:05:00,22.945,28.1,429.0,1074.0,0.00486938124670424,2015,2,2,16,5,0
2015-02-02 16:06:00,23.0,28.1,429.0,1086.25,0.0048857505561061,2015,2,2,16,6,0
2015-02-02 16:07:00,22.956,28.2,429.0,1089.6,0.00489012795696835,2015,2,2,16,7,0
2015-02-02 16:08:00,22.9725,28.1,429.0,1085.0,0.00487755984259212,2015,2,2,16,8,0
2015-02-02 16:09:00,22.945,28.1333333333333,429.0,1085.0,0.0048752027736280795,2015,2,2,16,9,0
2015-02-02 16:10:00,23.0,28.2,429.0,1088.0,0.004903274631941471,2015,2,2,16,10,0
2015-02-02 16:11:00,22.945,28.2,429.0,1091.75,0.00488684615185727,2015,2,2,16,11,0
2015-02-02 16:12:00,23.0,28.1333333333333,429.0,1091.33333333333,0.00489159180585966,2015,2,2,16,12,0
2015-02-02 16:13:00,22.912,28.1,429.0,1088.2,0.00485958290505565,2015,2,2,16,13,0
2015-02-02 16:14:00,22.89,28.1,429.0,1087.5,0.00485306034574781,2015,2,2,16,14,0
2015-02-02 16:15:00,22.89,27.956,432.0,1079.2,0.00482799752977294,2015,2,2,16,15,0
2015-02-02 16:16:00,22.865,27.84,432.75,1077.25,0.0048004764264941895,2015,2,2,16,16,0
2015-02-02 16:17:00,22.873333333333306,27.6833333333333,439.0,1064.16666666667,0.0047756842425233795,2015,2,2,16,17,0
2015-02-02 16:18:00,22.873333333333306,27.6,429.0,1056.4,0.004761198268773421,2015,2,2,16,18,0
2015-02-02 16:19:00,22.89,27.6,432.75,1043.6,0.004766045280111471,2015,2,2,16,19,0
2015-02-02 16:20:00,22.815,27.445,432.75,1039.5,0.0047174223493656,2015,2,2,16,20,0
2015-02-02 16:21:00,22.84,27.373333333333306,436.5,1028.66666666667,0.00471219953995305,2015,2,2,16,21,0
2015-02-02 16:22:00,22.79,27.365,438.0,1020.4,0.00469639044961084,2015,2,2,16,22,0
2015-02-02 16:23:00,22.79,27.2,444.0,1018.0,0.0046678605840467895,2015,2,2,16,23,0
2015-02-02 16:24:00,22.79,27.1714285714286,435.428571428571,1015.14285714286,0.00466292061142762,2015,2,2,16,24,0
2015-02-02 16:25:00,22.79,27.0666666666667,434.0,1006.33333333333,0.00464480804480218,2015,2,2,16,25,0
2015-02-02 16:26:00,22.79,27.02,432.0,1002.6,0.00463674005674535,2015,2,2,16,26,0
2015-02-02 16:27:00,22.772,26.934,438.0,993.2,0.00461679349309269,2015,2,2,16,27,0
2015-02-02 16:28:00,22.76,26.823333333333306,439.0,983.333333333333,0.00459431462064815,2015,2,2,16,28,0
2015-02-02 16:29:00,22.7,26.754,432.0,976.2,0.00456558276701595,2015,2,2,16,29,0
2015-02-02 16:30:00,22.7225,26.7,432.75,980.75,0.00456256926364279,2015,2,2,16,30,0
2015-02-02 16:31:00,22.7,26.6833333333333,434.0,971.333333333333,0.0045534351851525285,2015,2,2,16,31,0
2015-02-02 16:32:00,22.7,26.533333333333307,444.0,966.666666666667,0.00452765178461813,2015,2,2,16,32,0
2015-02-02 16:33:00,22.7,26.463333333333306,444.0,963.0,0.00451562025722854,2015,2,2,16,33,0
2015-02-02 16:34:00,22.7,26.445,441.5,952.333333333333,0.0045124692192727795,2015,2,2,16,34,0
2015-02-02 16:35:00,22.7,26.34,444.0,948.0,0.004494422976116221,2015,2,2,16,35,0
2015-02-02 16:36:00,22.7,26.26,444.0,945.0,0.00448067415529907,2015,2,2,16,36,0
2015-02-02 16:37:00,22.7,26.2,441.0,941.6,0.004470362935695939,2015,2,2,16,37,0
2015-02-02 16:38:00,22.7,26.16,438.0,929.8,0.00446348897786061,2015,2,2,16,38,0
2015-02-02 16:39:00,22.7,26.02,441.0,923.8,0.00443943131332927,2015,2,2,16,39,0
2015-02-02 16:40:00,22.7,26.1,440.25,919.0,0.004453178323945321,2015,2,2,16,40,0
2015-02-02 16:41:00,22.7,26.0,439.0,918.25,0.0044359946549457,2015,2,2,16,41,0
2015-02-02 16:42:00,22.7,25.934,438.0,919.4,0.00442465394980727,2015,2,2,16,42,0
2015-02-02 16:43:00,22.7,25.926666666666694,439.0,927.333333333333,0.00442339389680503,2015,2,2,16,43,0
2015-02-02 16:44:00,22.7,25.815,432.75,920.25,0.0044042073523612715,2015,2,2,16,44,0
2015-02-02 16:45:00,22.68,25.772,432.0,902.4,0.00439144943150097,2015,2,2,16,45,0
2015-02-02 16:46:00,22.64,25.696,429.0,904.4,0.00436771760822153,2015,2,2,16,46,0
2015-02-02 16:47:00,22.6,25.575,429.0,897.0,0.004336390100729621,2015,2,2,16,47,0
2015-02-02 16:48:00,22.6666666666667,25.6,429.0,892.0,0.00435838319402606,2015,2,2,16,48,0
2015-02-02 16:49:00,22.6,25.525,433.5,882.5,0.0043278533215606214,2015,2,2,16,49,0
2015-02-02 16:50:00,22.62,25.476,436.2,887.2,0.0043247721230379715,2015,2,2,16,50,0
2015-02-02 16:51:00,22.625,25.55,442.5,889.25,0.00433874780423475,2015,2,2,16,51,0
2015-02-02 16:52:00,22.6,25.39,443.4,889.2,0.00430480518013568,2015,2,2,16,52,0
2015-02-02 16:53:00,22.65,25.42,438.0,880.75,0.0043231196096785,2015,2,2,16,53,0
2015-02-02 16:54:00,22.6,25.2675,442.5,868.75,0.0042838925937963,2015,2,2,16,54,0
2015-02-02 16:55:00,22.6,25.218000000000004,439.8,861.0,0.00427544259793873,2015,2,2,16,55,0
2015-02-02 16:56:00,22.6,25.2,439.8,860.6,0.0042723699287058,2015,2,2,16,56,0
2015-02-02 16:57:00,22.6,25.2,435.5,864.0,0.0042723699287058,2015,2,2,16,57,0
2015-02-02 16:58:00,22.6,25.15,430.75,859.0,0.00426383489458762,2015,2,2,16,58,0
2015-02-02 16:59:00,22.6,25.14,440.6,854.4,0.00426212791568025,2015,2,2,16,59,0
2015-02-02 17:00:00,22.6,25.15,428.2,847.4,0.00426383489458762,2015,2,2,17,0,0
2015-02-02 17:01:00,22.6,25.04,432.2,837.2,0.00424505863838244,2015,2,2,17,1,0
2015-02-02 17:02:00,22.6,25.05,431.75,834.75,0.00424676552424079,2015,2,2,17,2,0
2015-02-02 17:03:00,22.6,25.06,429.2,832.4,0.0042484724194037,2015,2,2,17,3,0
2015-02-02 17:04:00,22.6,25.0,433.0,832.0,0.004238231187993121,2015,2,2,17,4,0
2015-02-02 17:05:00,22.6,25.0,433.0,836.25,0.004238231187993121,2015,2,2,17,5,0
2015-02-02 17:06:00,22.6,25.0,428.2,832.6,0.004238231187993121,2015,2,2,17,6,0
2015-02-02 17:07:00,22.6,25.025,428.25,821.5,0.0042424983270408,2015,2,2,17,7,0
2015-02-02 17:08:00,22.6,25.1,425.4,832.4,0.00425530009310245,2015,2,2,17,8,0
2015-02-02 17:09:00,22.6,25.08,429.2,832.4,0.0042518862376435,2015,2,2,17,9,0
2015-02-02 17:10:00,22.56,25.02,433.0,830.75,0.0042312841785683,2015,2,2,17,10,0
2015-02-02 17:11:00,22.58,25.08,433.0,821.5,0.00424669048857924,2015,2,2,17,11,0
2015-02-02 17:12:00,22.575,25.075,433.0,818.25,0.00424454028030122,2015,2,2,17,12,0
2015-02-02 17:13:00,22.56,24.912,433.0,819.8,0.00421289593420237,2015,2,2,17,13,0
2015-02-02 17:14:00,22.55,25.2,433.0,822.5,0.00425932809708705,2015,2,2,17,14,0
2015-02-02 17:15:00,22.6,24.9175,433.0,818.0,0.00422415004171152,2015,2,2,17,15,0
2015-02-02 17:16:00,22.58,25.06,433.0,812.8,0.00424328087024612,2015,2,2,17,16,0
2015-02-02 17:17:00,22.5666666666667,24.908333333333307,433.0,816.5,0.00421398909213464,2015,2,2,17,17,0
2015-02-02 17:18:00,22.525,24.945,433.0,822.25,0.00420949461543371,2015,2,2,17,18,0
2015-02-02 17:19:00,22.54,24.89,433.0,825.0,0.0042040055610701,2015,2,2,17,19,0
2015-02-02 17:20:00,22.5,24.865,433.0,816.5,0.00418949204255268,2015,2,2,17,20,0
2015-02-02 17:21:00,22.5,24.9175,433.0,811.5,0.00419839744963948,2015,2,2,17,21,0
2015-02-02 17:22:00,22.5,24.911666666666694,433.0,811.0,0.00419740794745465,2015,2,2,17,22,0
2015-02-02 17:23:00,22.56,24.81,433.0,812.2,0.00419553025049749,2015,2,2,17,23,0
2015-02-02 17:24:00,22.525,24.89,426.0,814.25,0.0042001506349515294,2015,2,2,17,24,0
2015-02-02 17:25:00,22.52,24.976,430.2,824.0,0.0042134725650431895,2015,2,2,17,25,0
2015-02-02 17:26:00,22.575,25.075,433.0,834.5,0.00424454028030123,2015,2,2,17,26,0
2015-02-02 17:27:00,22.6,25.0,433.0,837.0,0.004238231187993121,2015,2,2,17,27,0
2015-02-02 17:28:00,22.6,25.0214285714286,433.0,841.166666666667,0.0042418887321879605,2015,2,2,17,28,0
2015-02-02 17:29:00,22.6,25.042857142857102,433.0,845.333333333333,0.00424554631910682,2015,2,2,17,29,0
2015-02-02 17:30:00,22.6,25.1,433.0,854.75,0.00425530009310245,2015,2,2,17,30,0
2015-02-02 17:31:00,22.6,25.1,428.333333333333,850.333333333333,0.00425530009310245,2015,2,2,17,31,0
2015-02-02 17:32:00,22.6,25.08,424.6,845.4,0.0042518862376435,2015,2,2,17,32,0
2015-02-02 17:33:00,22.6,25.1666666666667,433.0,854.333333333333,0.00426667988011176,2015,2,2,17,33,0
2015-02-02 17:34:00,22.6,25.0666666666667,428.333333333333,849.333333333333,0.00424961035468154,2015,2,2,17,34,0
2015-02-02 17:35:00,22.6,25.2,422.5,853.0,0.0042723699287058,2015,2,2,17,35,0
2015-02-02 17:36:00,22.6,25.2,423.666666666667,853.0,0.0042723699287058,2015,2,2,17,36,0
2015-02-02 17:37:00,22.54,25.16,424.6,852.0,0.0042499210749079,2015,2,2,17,37,0
2015-02-02 17:38:00,22.54,25.16,427.4,853.6,0.0042499210749079,2015,2,2,17,38,0
2015-02-02 17:39:00,22.54,25.14,421.8,845.6,0.0042465196948245,2015,2,2,17,39,0
2015-02-02 17:40:00,22.525,25.1,426.0,834.25,0.00423582915169482,2015,2,2,17,40,0
2015-02-02 17:41:00,22.5,25.04,421.8,826.4,0.00421917771792251,2015,2,2,17,41,0
2015-02-02 17:42:00,22.5,25.0,419.0,819.6,0.004212392172552679,2015,2,2,17,42,0
2015-02-02 17:43:00,22.5,25.0,419.0,829.6,0.004212392172552679,2015,2,2,17,43,0
2015-02-02 17:44:00,22.5,25.0,419.0,824.0,0.004212392172552679,2015,2,2,17,44,0
2015-02-02 17:45:00,22.5,24.912,419.0,814.2,0.0041974644903524,2015,2,2,17,45,0
2015-02-02 17:46:00,22.5,24.89,419.0,813.5,0.0041937326810038,2015,2,2,17,46,0
2015-02-02 17:47:00,22.5,24.89,419.0,813.8,0.0041937326810038,2015,2,2,17,47,0
2015-02-02 17:48:00,22.5,24.89,419.0,811.0,0.0041937326810038,2015,2,2,17,48,0
2015-02-02 17:49:00,22.478,24.87,419.0,804.6,0.00418470411108146,2015,2,2,17,49,0
2015-02-02 17:50:00,22.456,24.83,419.0,807.8,0.004172308180643121,2015,2,2,17,50,0
2015-02-02 17:51:00,22.5,24.856666666666694,419.0,802.333333333333,0.00418807850916583,2015,2,2,17,51,0
2015-02-02 17:52:00,22.4175,24.7475,419.0,796.75,0.00414856636550583,2015,2,2,17,52,0
2015-02-02 17:53:00,22.456,24.81,419.0,794.4,0.00416892495641864,2015,2,2,17,53,0
2015-02-02 17:54:00,22.39,24.7,419.0,790.6,0.00413358648459168,2015,2,2,17,54,0
2015-02-02 17:55:00,22.4175,24.7225,419.0,789.75,0.0041443475474366,2015,2,2,17,55,0
2015-02-02 17:56:00,22.39,24.7,419.0,782.2,0.00413358648459168,2015,2,2,17,56,0
2015-02-02 17:57:00,22.39,24.7225,419.0,772.25,0.00413737694389585,2015,2,2,17,57,0
2015-02-02 17:58:00,22.39,24.717083333333306,419.0,772.925,0.00413646442172095,2015,2,2,17,58,0
2015-02-02 17:59:00,22.39,24.711666666666694,419.0,773.6,0.00413555190220584,2015,2,2,17,59,0
2015-02-02 18:00:00,22.39,24.625,419.0,773.75,0.00412095195168535,2015,2,2,18,0,0
2015-02-02 18:01:00,22.39,24.754,416.2,771.8,0.00414268366402263,2015,2,2,18,1,0
2015-02-02 18:02:00,22.39,24.912,418.6,782.8,0.004169302855517271,2015,2,2,18,2,0
2015-02-02 18:03:00,22.39,25.245,415.0,796.5,0.00422541274126769,2015,2,2,18,3,0
2015-02-02 18:04:00,22.39,25.0925,310.25,809.0,0.00419971552453032,2015,2,2,18,4,0
2015-02-02 18:05:00,22.39,25.0,0.0,805.5,0.0041841297156888,2015,2,2,18,5,0
2015-02-02 18:06:00,22.35,24.978,0.0,791.4,0.00417019632275524,2015,2,2,18,6,0
2015-02-02 18:07:00,22.323333333333306,25.0,0.0,779.333333333333,0.00416708241580403,2015,2,2,18,7,0
2015-02-02 18:08:00,22.365,24.9725,0.0,780.75,0.00417310345378263,2015,2,2,18,8,0
2015-02-02 18:09:00,22.315,24.89,0.0,781.75,0.004146507840838179,2015,2,2,18,9,0
2015-02-02 18:10:00,22.29,24.9175,0.0,781.0,0.00414476697940617,2015,2,2,18,10,0
2015-02-02 18:11:00,22.29,24.912,0.0,778.4,0.00414384601663705,2015,2,2,18,11,0
2015-02-02 18:12:00,22.26,24.856666666666694,0.0,769.333333333333,0.00412698756337495,2015,2,2,18,12,0
2015-02-02 18:13:00,22.254,24.85,0.0,766.5,0.0041243566010876,2015,2,2,18,13,0
2015-02-02 18:14:00,22.23,24.7933333333333,0.0,763.25,0.00410884135392114,2015,2,2,18,14,0
2015-02-02 18:15:00,22.26,24.823333333333306,0.0,762.333333333333,0.004121416511640589,2015,2,2,18,15,0
2015-02-02 18:16:00,22.2,24.79,0.0,761.5,0.00410073726963565,2015,2,2,18,16,0
2015-02-02 18:17:00,22.2,24.79,0.0,761.0,0.00410073726963565,2015,2,2,18,17,0
2015-02-02 18:18:00,22.2,24.736,0.0,757.0,0.0040917458809511895,2015,2,2,18,18,0
2015-02-02 18:19:00,22.2,24.79,0.0,752.333333333333,0.00410073726963565,2015,2,2,18,19,0
2015-02-02 18:20:00,22.1333333333333,24.7,0.0,748.666666666667,0.004069083657579011,2015,2,2,18,20,0
2015-02-02 18:21:00,22.1,24.7,0.0,746.25,0.00406077210033269,2015,2,2,18,21,0
2015-02-02 18:22:00,22.15,24.7225,0.0,745.25,0.00407697982248635,2015,2,2,18,22,0
2015-02-02 18:23:00,22.1,24.7,0.0,740.666666666667,0.00406077210033269,2015,2,2,18,23,0
2015-02-02 18:24:00,22.1,24.7,0.0,738.0,0.00406077210033269,2015,2,2,18,24,0
2015-02-02 18:25:00,22.1333333333333,24.7,0.0,732.666666666667,0.004069083657579011,2015,2,2,18,25,0
2015-02-02 18:26:00,22.1,24.7,0.0,727.0,0.00406077210033269,2015,2,2,18,26,0
2015-02-02 18:27:00,22.1,24.675,0.0,716.0,0.00405663520140821,2015,2,2,18,27,0
2015-02-02 18:28:00,22.0666666666667,24.6666666666667,0.0,723.25,0.00404697099901821,2015,2,2,18,28,0
2015-02-02 18:29:00,22.0666666666667,24.6666666666667,0.0,718.333333333333,0.00404697099901821,2015,2,2,18,29,0
2015-02-02 18:30:00,22.0,24.58,0.0,716.6,0.00401619278733235,2015,2,2,18,30,0
2015-02-02 18:31:00,21.978,24.6,0.0,714.0,0.0040140562223397,2015,2,2,18,31,0
2015-02-02 18:32:00,21.978,24.56,0.0,714.2,0.00400748724931948,2015,2,2,18,32,0
2015-02-02 18:33:00,21.945,24.6,0.0,715.0,0.00400593001937022,2015,2,2,18,33,0
2015-02-02 18:34:00,21.926666666666694,24.5,0.0,706.666666666667,0.00398505157493118,2015,2,2,18,34,0
2015-02-02 18:35:00,21.89,24.5,0.0,706.0,0.00397608547610517,2015,2,2,18,35,0
2015-02-02 18:36:00,21.89,24.525,0.0,698.75,0.003980168668337221,2015,2,2,18,36,0
2015-02-02 18:37:00,21.89,24.5,0.0,692.5,0.00397608547610517,2015,2,2,18,37,0
2015-02-02 18:38:00,21.89,24.5,0.0,694.75,0.00397608547610517,2015,2,2,18,38,0
2015-02-02 18:39:00,21.815,24.4175,0.0,697.25,0.00394438928261232,2015,2,2,18,39,0
